gene,number_of_tissues
ENSMUSG00000036196,3
ENSMUSG00000036197,91
ENSMUSG00000036198,14
ENSMUSG00000036202,91
ENSMUSG00000036206,85
ENSMUSG00000036208,91
ENSMUSG00000036211,13
ENSMUSG00000036214,88
ENSMUSG00000036216,14
ENSMUSG00000036218,32
ENSMUSG00000036223,57
ENSMUSG00000036225,76
ENSMUSG00000036231,13
ENSMUSG00000036241,91
ENSMUSG00000036242,64
ENSMUSG00000036244,1
ENSMUSG00000036246,86
ENSMUSG00000036249,85
ENSMUSG00000036251,2
ENSMUSG00000036256,87
ENSMUSG00000036257,91
ENSMUSG00000036264,43
ENSMUSG00000036270,91
ENSMUSG00000036273,79
ENSMUSG00000036275,91
ENSMUSG00000036278,90
ENSMUSG00000036279,91
ENSMUSG00000036281,91
ENSMUSG00000036282,91
ENSMUSG00000036285,91
ENSMUSG00000036292,56
ENSMUSG00000036295,52
ENSMUSG00000036298,71
ENSMUSG00000036299,91
ENSMUSG00000036304,63
ENSMUSG00000036309,91
ENSMUSG00000036315,91
ENSMUSG00000036323,91
ENSMUSG00000036327,91
ENSMUSG00000036330,41
ENSMUSG00000036333,91
ENSMUSG00000036334,63
ENSMUSG00000036352,91
ENSMUSG00000036353,53
ENSMUSG00000036356,66
ENSMUSG00000036357,13
ENSMUSG00000036362,49
ENSMUSG00000036371,91
ENSMUSG00000036376,91
ENSMUSG00000036377,57
ENSMUSG00000036381,58
ENSMUSG00000036390,91
ENSMUSG00000036391,91
ENSMUSG00000036395,43
ENSMUSG00000036398,91
ENSMUSG00000036401,1
ENSMUSG00000036402,91
ENSMUSG00000036403,90
ENSMUSG00000036411,58
ENSMUSG00000036412,34
ENSMUSG00000036422,25
ENSMUSG00000036427,91
ENSMUSG00000036430,90
ENSMUSG00000036432,91
ENSMUSG00000036435,91
ENSMUSG00000036437,49
ENSMUSG00000036438,63
ENSMUSG00000036442,91
ENSMUSG00000036446,69
ENSMUSG00000036449,2
ENSMUSG00000036450,91
ENSMUSG00000036452,91
ENSMUSG00000036459,76
ENSMUSG00000036461,91
ENSMUSG00000036463,2
ENSMUSG00000036466,29
ENSMUSG00000036469,62
ENSMUSG00000036473,84
ENSMUSG00000036478,91
ENSMUSG00000036480,2
ENSMUSG00000036492,25
ENSMUSG00000036499,91
ENSMUSG00000036500,12
ENSMUSG00000036501,91
ENSMUSG00000036503,91
ENSMUSG00000036504,89
ENSMUSG00000036510,33
ENSMUSG00000036513,91
ENSMUSG00000036523,38
ENSMUSG00000036526,29
ENSMUSG00000036528,61
ENSMUSG00000036529,91
ENSMUSG00000036533,90
ENSMUSG00000036534,91
ENSMUSG00000036545,68
ENSMUSG00000036550,91
ENSMUSG00000036551,4
ENSMUSG00000036553,69
ENSMUSG00000036555,91
ENSMUSG00000036557,1
ENSMUSG00000036560,55
ENSMUSG00000036561,91
ENSMUSG00000036564,69
ENSMUSG00000036565,91
ENSMUSG00000036570,73
ENSMUSG00000036572,91
ENSMUSG00000036574,2
ENSMUSG00000036578,52
ENSMUSG00000036580,90
ENSMUSG00000036585,71
ENSMUSG00000036586,2
ENSMUSG00000036587,9
ENSMUSG00000036591,90
ENSMUSG00000036594,73
ENSMUSG00000036596,45
ENSMUSG00000036598,27
ENSMUSG00000036599,87
ENSMUSG00000036602,10
ENSMUSG00000036606,86
ENSMUSG00000036611,85
ENSMUSG00000036613,90
ENSMUSG00000036615,91
ENSMUSG00000036617,81
ENSMUSG00000036620,91
ENSMUSG00000036622,91
ENSMUSG00000036632,91
ENSMUSG00000036634,24
ENSMUSG00000036636,91
ENSMUSG00000036639,78
ENSMUSG00000036641,26
ENSMUSG00000036644,91
ENSMUSG00000036646,91
ENSMUSG00000036648,1
ENSMUSG00000036655,20
ENSMUSG00000036661,78
ENSMUSG00000036667,80
ENSMUSG00000036672,89
ENSMUSG00000036676,85
ENSMUSG00000036678,91
ENSMUSG00000036686,91
ENSMUSG00000036687,47
ENSMUSG00000036693,91
ENSMUSG00000036699,40
ENSMUSG00000036707,91
ENSMUSG00000036712,91
ENSMUSG00000036718,83
ENSMUSG00000036721,85
ENSMUSG00000036731,7
ENSMUSG00000036733,91
ENSMUSG00000036737,91
ENSMUSG00000036743,15
ENSMUSG00000036744,1
ENSMUSG00000036745,77
ENSMUSG00000036748,91
ENSMUSG00000036751,91
ENSMUSG00000036752,91
ENSMUSG00000036764,88
ENSMUSG00000036766,45
ENSMUSG00000036768,63
ENSMUSG00000036769,91
ENSMUSG00000036770,2
ENSMUSG00000036775,91
ENSMUSG00000036777,72
ENSMUSG00000036779,91
ENSMUSG00000036781,91
ENSMUSG00000036782,69
ENSMUSG00000036790,39
ENSMUSG00000036792,91
ENSMUSG00000036800,21
ENSMUSG00000036805,18
ENSMUSG00000036813,18
ENSMUSG00000036814,37
ENSMUSG00000036815,27
ENSMUSG00000036816,4
ENSMUSG00000036817,91
ENSMUSG00000036819,91
ENSMUSG00000036820,91
ENSMUSG00000036822,91
ENSMUSG00000036825,89
ENSMUSG00000036832,33
ENSMUSG00000036833,84
ENSMUSG00000036834,49
ENSMUSG00000036835,91
ENSMUSG00000036840,91
ENSMUSG00000036845,91
ENSMUSG00000036850,91
ENSMUSG00000036853,30
ENSMUSG00000036854,91
ENSMUSG00000036855,2
ENSMUSG00000036856,52
ENSMUSG00000036858,1
ENSMUSG00000036860,91
ENSMUSG00000036862,64
ENSMUSG00000036863,52
ENSMUSG00000036864,90
ENSMUSG00000036867,73
ENSMUSG00000036872,1
ENSMUSG00000036873,91
ENSMUSG00000036875,70
ENSMUSG00000036879,91
ENSMUSG00000036880,91
ENSMUSG00000036882,74
ENSMUSG00000036885,74
ENSMUSG00000036887,70
ENSMUSG00000036890,88
ENSMUSG00000036892,8
ENSMUSG00000036893,91
ENSMUSG00000036894,91
ENSMUSG00000036896,74
ENSMUSG00000036898,91
ENSMUSG00000036899,1
ENSMUSG00000036902,69
ENSMUSG00000036905,75
ENSMUSG00000036907,12
ENSMUSG00000036908,91
ENSMUSG00000036912,2
ENSMUSG00000036913,28
ENSMUSG00000036916,91
ENSMUSG00000036918,91
ENSMUSG00000036921,1
ENSMUSG00000036923,12
ENSMUSG00000036924,1
ENSMUSG00000036928,35
ENSMUSG00000036931,58
ENSMUSG00000036932,91
ENSMUSG00000036934,91
ENSMUSG00000036938,17
ENSMUSG00000036940,91
ENSMUSG00000036941,91
ENSMUSG00000036943,91
ENSMUSG00000036944,54
ENSMUSG00000036948,91
ENSMUSG00000036949,20
ENSMUSG00000036955,91
ENSMUSG00000036957,71
ENSMUSG00000036958,2
ENSMUSG00000036959,90
ENSMUSG00000036960,7
ENSMUSG00000036962,6
ENSMUSG00000036964,1
ENSMUSG00000036966,91
ENSMUSG00000036968,91
ENSMUSG00000036972,21
ENSMUSG00000036975,84
ENSMUSG00000036977,91
ENSMUSG00000036980,91
ENSMUSG00000036983,91
ENSMUSG00000036985,91
ENSMUSG00000036986,91
ENSMUSG00000036989,89
ENSMUSG00000036990,91
ENSMUSG00000036992,91
ENSMUSG00000036995,74
ENSMUSG00000037001,87
ENSMUSG00000037003,79
ENSMUSG00000037005,29
ENSMUSG00000037007,89
ENSMUSG00000037010,63
ENSMUSG00000037012,89
ENSMUSG00000037013,91
ENSMUSG00000037014,26
ENSMUSG00000037015,91
ENSMUSG00000037016,44
ENSMUSG00000037017,91
ENSMUSG00000037020,78
ENSMUSG00000037022,90
ENSMUSG00000037025,26
ENSMUSG00000037031,76
ENSMUSG00000037032,72
ENSMUSG00000037033,3
ENSMUSG00000037034,9
ENSMUSG00000037035,37
ENSMUSG00000037049,91
ENSMUSG00000037053,26
ENSMUSG00000037058,91
ENSMUSG00000037060,78
ENSMUSG00000037062,91
ENSMUSG00000037070,91
ENSMUSG00000037071,84
ENSMUSG00000037072,86
ENSMUSG00000037075,91
ENSMUSG00000037085,91
ENSMUSG00000037086,17
ENSMUSG00000037089,91
ENSMUSG00000037095,51
ENSMUSG00000037098,89
ENSMUSG00000037101,10
ENSMUSG00000037103,90
ENSMUSG00000037104,77
ENSMUSG00000037106,12
ENSMUSG00000037108,65
ENSMUSG00000037110,91
ENSMUSG00000037111,91
ENSMUSG00000037112,91
ENSMUSG00000037119,91
ENSMUSG00000037124,10
ENSMUSG00000037126,52
ENSMUSG00000037129,15
ENSMUSG00000037134,91
ENSMUSG00000037138,78
ENSMUSG00000037139,9
ENSMUSG00000037143,19
ENSMUSG00000037145,20
ENSMUSG00000037148,89
ENSMUSG00000037149,91
ENSMUSG00000037151,91
ENSMUSG00000037152,91
ENSMUSG00000037157,31
ENSMUSG00000037166,70
ENSMUSG00000037167,1
ENSMUSG00000037169,63
ENSMUSG00000037171,0
ENSMUSG00000037172,88
ENSMUSG00000037174,91
ENSMUSG00000037185,35
ENSMUSG00000037188,23
ENSMUSG00000037190,91
ENSMUSG00000037196,54
ENSMUSG00000037197,91
ENSMUSG00000037202,14
ENSMUSG00000037204,91
ENSMUSG00000037206,71
ENSMUSG00000037210,91
ENSMUSG00000037211,87
ENSMUSG00000037214,91
ENSMUSG00000037216,83
ENSMUSG00000037217,42
ENSMUSG00000037221,91
ENSMUSG00000037224,48
ENSMUSG00000037225,48
ENSMUSG00000037234,91
ENSMUSG00000037235,91
ENSMUSG00000037236,91
ENSMUSG00000037242,91
ENSMUSG00000037243,91
ENSMUSG00000037247,1
ENSMUSG00000037253,91
ENSMUSG00000037254,43
ENSMUSG00000037257,91
ENSMUSG00000037260,91
ENSMUSG00000037262,91
ENSMUSG00000037263,3
ENSMUSG00000037266,91
ENSMUSG00000037270,91
ENSMUSG00000037275,91
ENSMUSG00000037278,91
ENSMUSG00000037279,1
ENSMUSG00000037280,66
ENSMUSG00000037286,91
ENSMUSG00000037287,91
ENSMUSG00000037295,88
ENSMUSG00000037296,91
ENSMUSG00000037300,91
ENSMUSG00000037306,84
ENSMUSG00000037307,1
ENSMUSG00000037313,85
ENSMUSG00000037315,75
ENSMUSG00000037316,91
ENSMUSG00000037318,42
ENSMUSG00000037321,83
ENSMUSG00000037325,82
ENSMUSG00000037331,91
ENSMUSG00000037335,14
ENSMUSG00000037336,14
ENSMUSG00000037337,51
ENSMUSG00000037339,91
ENSMUSG00000037341,76
ENSMUSG00000037343,91
ENSMUSG00000037344,90
ENSMUSG00000037347,47
ENSMUSG00000037348,90
ENSMUSG00000037349,88
ENSMUSG00000037351,91
ENSMUSG00000037353,91
ENSMUSG00000037358,47
ENSMUSG00000037361,91
ENSMUSG00000037362,62
ENSMUSG00000037363,87
ENSMUSG00000037364,91
ENSMUSG00000037366,78
ENSMUSG00000037369,91
ENSMUSG00000037370,84
ENSMUSG00000037373,91
ENSMUSG00000037375,44
ENSMUSG00000037376,91
ENSMUSG00000037379,53
ENSMUSG00000037386,47
ENSMUSG00000037390,7
ENSMUSG00000037393,13
ENSMUSG00000037395,91
ENSMUSG00000037400,91
ENSMUSG00000037405,85
ENSMUSG00000037406,9
ENSMUSG00000037408,90
ENSMUSG00000037410,89
ENSMUSG00000037411,69
ENSMUSG00000037415,5
ENSMUSG00000037416,91
ENSMUSG00000037418,1
ENSMUSG00000037419,90
ENSMUSG00000037426,91
ENSMUSG00000037428,41
ENSMUSG00000037434,91
ENSMUSG00000037437,2
ENSMUSG00000037440,42
ENSMUSG00000037446,6
ENSMUSG00000037447,88
ENSMUSG00000037458,91
ENSMUSG00000037461,91
ENSMUSG00000037463,15
ENSMUSG00000037465,91
ENSMUSG00000037466,77
ENSMUSG00000037470,91
ENSMUSG00000037474,70
ENSMUSG00000037475,91
ENSMUSG00000037482,3
ENSMUSG00000037486,91
ENSMUSG00000037487,91
ENSMUSG00000037490,35
ENSMUSG00000037492,26
ENSMUSG00000037493,84
ENSMUSG00000037499,91
ENSMUSG00000037503,91
ENSMUSG00000037509,55
ENSMUSG00000037513,91
ENSMUSG00000037514,91
ENSMUSG00000037519,91
ENSMUSG00000037523,91
ENSMUSG00000037525,90
ENSMUSG00000037526,91
ENSMUSG00000037529,1
ENSMUSG00000037531,89
ENSMUSG00000037533,90
ENSMUSG00000037536,91
ENSMUSG00000037541,25
ENSMUSG00000037542,6
ENSMUSG00000037544,63
ENSMUSG00000037548,34
ENSMUSG00000037552,91
ENSMUSG00000037553,91
ENSMUSG00000037568,60
ENSMUSG00000037570,91
ENSMUSG00000037572,85
ENSMUSG00000037573,91
ENSMUSG00000037577,11
ENSMUSG00000037579,21
ENSMUSG00000037580,87
ENSMUSG00000037583,19
ENSMUSG00000037593,5
ENSMUSG00000037594,70
ENSMUSG00000037600,38
ENSMUSG00000037601,91
ENSMUSG00000037605,61
ENSMUSG00000037606,86
ENSMUSG00000037608,91
ENSMUSG00000037610,22
ENSMUSG00000037613,77
ENSMUSG00000037617,27
ENSMUSG00000037621,64
ENSMUSG00000037622,91
ENSMUSG00000037624,39
ENSMUSG00000037625,56
ENSMUSG00000037627,24
ENSMUSG00000037628,72
ENSMUSG00000037636,44
ENSMUSG00000037638,60
ENSMUSG00000037640,90
ENSMUSG00000037643,91
ENSMUSG00000037646,91
ENSMUSG00000037649,91
ENSMUSG00000037652,91
ENSMUSG00000037653,27
ENSMUSG00000037656,91
ENSMUSG00000037660,7
ENSMUSG00000037661,50
ENSMUSG00000037664,81
ENSMUSG00000037669,91
ENSMUSG00000037674,91
ENSMUSG00000037679,89
ENSMUSG00000037681,20
ENSMUSG00000037683,9
ENSMUSG00000037685,87
ENSMUSG00000037686,34
ENSMUSG00000037692,90
ENSMUSG00000037697,88
ENSMUSG00000037705,5
ENSMUSG00000037706,91
ENSMUSG00000037708,1
ENSMUSG00000037709,74
ENSMUSG00000037710,91
ENSMUSG00000037712,74
ENSMUSG00000037716,3
ENSMUSG00000037720,91
ENSMUSG00000037722,91
ENSMUSG00000037725,76
ENSMUSG00000037727,8
ENSMUSG00000037730,58
ENSMUSG00000037736,70
ENSMUSG00000037738,13
ENSMUSG00000037740,91
ENSMUSG00000037742,91
ENSMUSG00000037747,47
ENSMUSG00000037752,70
ENSMUSG00000037754,75
ENSMUSG00000037759,17
ENSMUSG00000037761,91
ENSMUSG00000037762,68
ENSMUSG00000037771,21
ENSMUSG00000037772,91
ENSMUSG00000037780,5
ENSMUSG00000037784,64
ENSMUSG00000037788,91
ENSMUSG00000037791,91
ENSMUSG00000037795,91
ENSMUSG00000037797,13
ENSMUSG00000037798,15
ENSMUSG00000037801,6
ENSMUSG00000037805,91
ENSMUSG00000037808,91
ENSMUSG00000037813,38
ENSMUSG00000037814,53
ENSMUSG00000037815,91
ENSMUSG00000037816,89
ENSMUSG00000037820,86
ENSMUSG00000037824,91
ENSMUSG00000037826,90
ENSMUSG00000037833,3
ENSMUSG00000037843,38
ENSMUSG00000037845,90
ENSMUSG00000037846,52
ENSMUSG00000037851,91
ENSMUSG00000037852,80
ENSMUSG00000037855,56
ENSMUSG00000037857,91
ENSMUSG00000037860,62
ENSMUSG00000037868,65
ENSMUSG00000037872,30
ENSMUSG00000037876,91
ENSMUSG00000037884,0
ENSMUSG00000037885,91
ENSMUSG00000037887,82
ENSMUSG00000037890,81
ENSMUSG00000037892,68
ENSMUSG00000037894,91
ENSMUSG00000037896,91
ENSMUSG00000037902,88
ENSMUSG00000037904,89
ENSMUSG00000037905,91
ENSMUSG00000037907,83
ENSMUSG00000037910,2
ENSMUSG00000037913,31
ENSMUSG00000037916,91
ENSMUSG00000037921,62
ENSMUSG00000037922,35
ENSMUSG00000037926,91
ENSMUSG00000037933,91
ENSMUSG00000037935,91
ENSMUSG00000037936,91
ENSMUSG00000037938,91
ENSMUSG00000037940,70
ENSMUSG00000037942,13
ENSMUSG00000037944,27
ENSMUSG00000037946,76
ENSMUSG00000037949,91
ENSMUSG00000037953,12
ENSMUSG00000037957,91
ENSMUSG00000037958,91
ENSMUSG00000037960,91
ENSMUSG00000037962,27
ENSMUSG00000037965,91
ENSMUSG00000037966,91
ENSMUSG00000037971,91
ENSMUSG00000037972,83
ENSMUSG00000037973,8
ENSMUSG00000037974,3
ENSMUSG00000037977,33
ENSMUSG00000037979,74
ENSMUSG00000037984,18
ENSMUSG00000037989,67
ENSMUSG00000037992,91
ENSMUSG00000037993,91
ENSMUSG00000037995,63
ENSMUSG00000037996,27
ENSMUSG00000037997,91
ENSMUSG00000037999,81
ENSMUSG00000038000,91
ENSMUSG00000038002,91
ENSMUSG00000038005,91
ENSMUSG00000038007,68
ENSMUSG00000038009,22
ENSMUSG00000038010,85
ENSMUSG00000038013,91
ENSMUSG00000038014,91
ENSMUSG00000038015,5
ENSMUSG00000038020,64
ENSMUSG00000038022,79
ENSMUSG00000038023,91
ENSMUSG00000038024,91
ENSMUSG00000038025,91
ENSMUSG00000038026,20
ENSMUSG00000038028,90
ENSMUSG00000038034,91
ENSMUSG00000038037,88
ENSMUSG00000038039,91
ENSMUSG00000038042,73
ENSMUSG00000038044,1
ENSMUSG00000038046,86
ENSMUSG00000038047,91
ENSMUSG00000038048,20
ENSMUSG00000038055,91
ENSMUSG00000038057,10
ENSMUSG00000038058,87
ENSMUSG00000038060,41
ENSMUSG00000038064,4
ENSMUSG00000038065,81
ENSMUSG00000038067,5
ENSMUSG00000038068,77
ENSMUSG00000038069,91
ENSMUSG00000038070,79
ENSMUSG00000038071,5
ENSMUSG00000038072,91
ENSMUSG00000038074,73
ENSMUSG00000038077,44
ENSMUSG00000038080,91
ENSMUSG00000038084,91
ENSMUSG00000038086,47
ENSMUSG00000038092,3
ENSMUSG00000038094,22
ENSMUSG00000038095,91
ENSMUSG00000038112,57
ENSMUSG00000038115,7
ENSMUSG00000038116,91
ENSMUSG00000038119,83
ENSMUSG00000038126,88
ENSMUSG00000038127,91
ENSMUSG00000038128,66
ENSMUSG00000038132,59
ENSMUSG00000038135,2
ENSMUSG00000038143,66
ENSMUSG00000038145,91
ENSMUSG00000038146,72
ENSMUSG00000038147,68
ENSMUSG00000038148,1
ENSMUSG00000038150,91
ENSMUSG00000038151,54
ENSMUSG00000038152,32
ENSMUSG00000038156,65
ENSMUSG00000038160,91
ENSMUSG00000038165,1
ENSMUSG00000038167,37
ENSMUSG00000038168,66
ENSMUSG00000038170,91
ENSMUSG00000038172,89
ENSMUSG00000038173,34
ENSMUSG00000038174,89
ENSMUSG00000038175,91
ENSMUSG00000038178,90
ENSMUSG00000038179,42
ENSMUSG00000038180,57
ENSMUSG00000038181,91
ENSMUSG00000038187,91
ENSMUSG00000038188,51
ENSMUSG00000038193,37
ENSMUSG00000038194,8
ENSMUSG00000038195,34
ENSMUSG00000038199,1
ENSMUSG00000038203,6
ENSMUSG00000038204,7
ENSMUSG00000038205,77
ENSMUSG00000038206,91
ENSMUSG00000038208,91
ENSMUSG00000038209,10
ENSMUSG00000038210,21
ENSMUSG00000038212,91
ENSMUSG00000038213,76
ENSMUSG00000038214,83
ENSMUSG00000038216,2
ENSMUSG00000038217,60
ENSMUSG00000038224,24
ENSMUSG00000038225,91
ENSMUSG00000038227,34
ENSMUSG00000038233,47
ENSMUSG00000038235,81
ENSMUSG00000038236,37
ENSMUSG00000038239,27
ENSMUSG00000038240,91
ENSMUSG00000038241,91
ENSMUSG00000038242,7
ENSMUSG00000038244,83
ENSMUSG00000038246,1
ENSMUSG00000038248,68
ENSMUSG00000038250,91
ENSMUSG00000038252,90
ENSMUSG00000038253,27
ENSMUSG00000038255,19
ENSMUSG00000038256,85
ENSMUSG00000038257,15
ENSMUSG00000038259,6
ENSMUSG00000038260,77
ENSMUSG00000038264,86
ENSMUSG00000038267,76
ENSMUSG00000038268,91
ENSMUSG00000038271,85
ENSMUSG00000038274,91
ENSMUSG00000038279,91
ENSMUSG00000038280,91
ENSMUSG00000038286,91
ENSMUSG00000038290,91
ENSMUSG00000038291,89
ENSMUSG00000038295,12
ENSMUSG00000038298,20
ENSMUSG00000038299,91
ENSMUSG00000038301,91
ENSMUSG00000038302,91
ENSMUSG00000038304,17
ENSMUSG00000038305,77
ENSMUSG00000038312,91
ENSMUSG00000038319,58
ENSMUSG00000038323,90
ENSMUSG00000038324,91
ENSMUSG00000038331,39
ENSMUSG00000038332,91
ENSMUSG00000038335,91
ENSMUSG00000038342,91
ENSMUSG00000038344,91
ENSMUSG00000038346,91
ENSMUSG00000038347,43
ENSMUSG00000038349,76
ENSMUSG00000038351,90
ENSMUSG00000038352,47
ENSMUSG00000038354,34
ENSMUSG00000038357,30
ENSMUSG00000038365,91
ENSMUSG00000038366,91
ENSMUSG00000038369,91
ENSMUSG00000038370,73
ENSMUSG00000038371,88
ENSMUSG00000038372,91
ENSMUSG00000038374,90
ENSMUSG00000038375,91
ENSMUSG00000038379,49
ENSMUSG00000038383,91
ENSMUSG00000038384,91
ENSMUSG00000038387,91
ENSMUSG00000038388,91
ENSMUSG00000038390,46
ENSMUSG00000038393,91
ENSMUSG00000038398,91
ENSMUSG00000038400,89
ENSMUSG00000038402,42
ENSMUSG00000038403,21
ENSMUSG00000038406,91
ENSMUSG00000038408,11
ENSMUSG00000038415,58
ENSMUSG00000038416,91
ENSMUSG00000038417,91
ENSMUSG00000038418,91
ENSMUSG00000038421,22
ENSMUSG00000038422,82
ENSMUSG00000038425,89
ENSMUSG00000038429,91
ENSMUSG00000038437,90
ENSMUSG00000038446,91
ENSMUSG00000038451,80
ENSMUSG00000038453,35
ENSMUSG00000038456,66
ENSMUSG00000038462,91
ENSMUSG00000038463,73
ENSMUSG00000038467,91
ENSMUSG00000038473,82
ENSMUSG00000038481,91
ENSMUSG00000038482,91
ENSMUSG00000038485,91
ENSMUSG00000038486,61
ENSMUSG00000038495,91
ENSMUSG00000038496,26
ENSMUSG00000038497,91
ENSMUSG00000038498,1
ENSMUSG00000038500,91
ENSMUSG00000038502,91
ENSMUSG00000038503,91
ENSMUSG00000038506,91
ENSMUSG00000038507,83
ENSMUSG00000038508,34
ENSMUSG00000038510,91
ENSMUSG00000038515,72
ENSMUSG00000038517,50
ENSMUSG00000038518,91
ENSMUSG00000038520,91
ENSMUSG00000038521,44
ENSMUSG00000038522,18
ENSMUSG00000038523,6
ENSMUSG00000038524,90
ENSMUSG00000038525,90
ENSMUSG00000038526,55
ENSMUSG00000038527,47
ENSMUSG00000038528,3
ENSMUSG00000038530,73
ENSMUSG00000038533,91
ENSMUSG00000038534,91
ENSMUSG00000038535,91
ENSMUSG00000038538,91
ENSMUSG00000038539,91
ENSMUSG00000038540,12
ENSMUSG00000038541,17
ENSMUSG00000038542,91
ENSMUSG00000038543,76
ENSMUSG00000038545,91
ENSMUSG00000038546,91
ENSMUSG00000038550,76
ENSMUSG00000038552,69
ENSMUSG00000038555,66
ENSMUSG00000038560,14
ENSMUSG00000038563,91
ENSMUSG00000038564,91
ENSMUSG00000038567,2
ENSMUSG00000038569,85
ENSMUSG00000038570,62
ENSMUSG00000038572,8
ENSMUSG00000038576,56
ENSMUSG00000038578,63
ENSMUSG00000038580,28
ENSMUSG00000038582,91
ENSMUSG00000038583,37
ENSMUSG00000038587,74
ENSMUSG00000038591,13
ENSMUSG00000038593,90
ENSMUSG00000038599,16
ENSMUSG00000038600,16
ENSMUSG00000038602,50
ENSMUSG00000038604,91
ENSMUSG00000038605,90
ENSMUSG00000038607,91
ENSMUSG00000038608,76
ENSMUSG00000038611,91
ENSMUSG00000038612,91
ENSMUSG00000038615,91
ENSMUSG00000038618,86
ENSMUSG00000038619,91
ENSMUSG00000038622,91
ENSMUSG00000038623,78
ENSMUSG00000038624,6
ENSMUSG00000038628,91
ENSMUSG00000038630,39
ENSMUSG00000038633,91
ENSMUSG00000038637,89
ENSMUSG00000038641,10
ENSMUSG00000038642,81
ENSMUSG00000038644,89
ENSMUSG00000038646,91
ENSMUSG00000038648,91
ENSMUSG00000038650,91
ENSMUSG00000038658,91
ENSMUSG00000038663,11
ENSMUSG00000038664,91
ENSMUSG00000038665,42
ENSMUSG00000038668,81
ENSMUSG00000038670,20
ENSMUSG00000038671,91
ENSMUSG00000038676,3
ENSMUSG00000038677,45
ENSMUSG00000038679,86
ENSMUSG00000038683,91
ENSMUSG00000038685,90
ENSMUSG00000038690,91
ENSMUSG00000038691,1
ENSMUSG00000038692,26
ENSMUSG00000038695,91
ENSMUSG00000038696,91
ENSMUSG00000038697,91
ENSMUSG00000038700,20
ENSMUSG00000038702,83
ENSMUSG00000038704,12
ENSMUSG00000038705,91
ENSMUSG00000038708,91
ENSMUSG00000038709,1
ENSMUSG00000038712,91
ENSMUSG00000038717,91
ENSMUSG00000038718,66
ENSMUSG00000038721,42
ENSMUSG00000038722,91
ENSMUSG00000038725,33
ENSMUSG00000038729,84
ENSMUSG00000038732,78
ENSMUSG00000038733,91
ENSMUSG00000038736,91
ENSMUSG00000038738,32
ENSMUSG00000038742,7
ENSMUSG00000038745,13
ENSMUSG00000038751,16
ENSMUSG00000038754,9
ENSMUSG00000038759,91
ENSMUSG00000038762,91
ENSMUSG00000038763,12
ENSMUSG00000038764,80
ENSMUSG00000038765,5
ENSMUSG00000038766,90
ENSMUSG00000038768,2
ENSMUSG00000038773,91
ENSMUSG00000038774,91
ENSMUSG00000038775,53
ENSMUSG00000038776,89
ENSMUSG00000038777,68
ENSMUSG00000038780,91
ENSMUSG00000038781,70
ENSMUSG00000038782,2
ENSMUSG00000038784,91
ENSMUSG00000038791,5
ENSMUSG00000038793,2
ENSMUSG00000038797,87
ENSMUSG00000038801,5
ENSMUSG00000038803,91
ENSMUSG00000038805,16
ENSMUSG00000038807,18
ENSMUSG00000038811,61
ENSMUSG00000038816,86
ENSMUSG00000038822,91
ENSMUSG00000038827,91
ENSMUSG00000038828,91
ENSMUSG00000038831,87
ENSMUSG00000038836,88
ENSMUSG00000038838,91
ENSMUSG00000038840,1
ENSMUSG00000038843,63
ENSMUSG00000038844,91
ENSMUSG00000038848,91
ENSMUSG00000038855,89
ENSMUSG00000038859,67
ENSMUSG00000038860,66
ENSMUSG00000038861,91
ENSMUSG00000038866,91
ENSMUSG00000038871,91
ENSMUSG00000038872,73
ENSMUSG00000038876,91
ENSMUSG00000038879,61
ENSMUSG00000038880,91
ENSMUSG00000038883,3
ENSMUSG00000038884,87
ENSMUSG00000038886,89
ENSMUSG00000038888,89
ENSMUSG00000038891,4
ENSMUSG00000038893,88
ENSMUSG00000038894,91
ENSMUSG00000038895,73
ENSMUSG00000038900,91
ENSMUSG00000038902,91
ENSMUSG00000038903,47
ENSMUSG00000038910,83
ENSMUSG00000038914,91
ENSMUSG00000038917,2
ENSMUSG00000038930,89
ENSMUSG00000038932,18
ENSMUSG00000038936,88
ENSMUSG00000038943,78
ENSMUSG00000038949,91
ENSMUSG00000038957,91
ENSMUSG00000038963,56
ENSMUSG00000038967,90
ENSMUSG00000038968,3
ENSMUSG00000038970,91
ENSMUSG00000038973,1
ENSMUSG00000038975,91
ENSMUSG00000038976,90
ENSMUSG00000038984,52
ENSMUSG00000038987,2
ENSMUSG00000038990,91
ENSMUSG00000038991,91
ENSMUSG00000038994,1
ENSMUSG00000038997,1
ENSMUSG00000039000,91
ENSMUSG00000039004,63
ENSMUSG00000039005,79
ENSMUSG00000039013,11
ENSMUSG00000039016,91
ENSMUSG00000039018,91
ENSMUSG00000039021,14
ENSMUSG00000039031,91
ENSMUSG00000039032,1
ENSMUSG00000039033,91
ENSMUSG00000039037,37
ENSMUSG00000039041,91
ENSMUSG00000039043,81
ENSMUSG00000039046,91
ENSMUSG00000039047,91
ENSMUSG00000039048,91
ENSMUSG00000039050,91
ENSMUSG00000039055,46
ENSMUSG00000039057,30
ENSMUSG00000039058,53
ENSMUSG00000039059,21
ENSMUSG00000039062,77
ENSMUSG00000039063,67
ENSMUSG00000039065,91
ENSMUSG00000039067,91
ENSMUSG00000039070,9
ENSMUSG00000039081,82
ENSMUSG00000039084,30
ENSMUSG00000039086,91
ENSMUSG00000039087,91
