"","baseMean","baseVar","allZero","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","dispMAP"
"Grp",17.9285880498865,2337.14109771637,FALSE,4.93596227902874,7.68102465867405,4.94196995881551,10,FALSE,4.94196995881551
"Grpel1",230.296552496446,17586.1735559884,FALSE,0.214204630401421,1.40517321948652,0.215161525274994,12,FALSE,0.215161525274994
"Grpel2",103.524041065497,1953.15996404841,FALSE,0.140055200102991,2.0539773651804,0.141094695738151,16,FALSE,0.141094695738151
"Grrp1",8.93245652501808,111.22318667778,FALSE,1.58945571476254,14.5352120223208,1.60077145546639,10,FALSE,1.60077145546639
"Grsf1",209.226303276193,11379.9483107932,FALSE,0.182920931696902,1.45852920295435,0.183839700639138,12,FALSE,0.183839700639138
"Grtp1",39.5180080438325,4699.59169425741,FALSE,1.62340565421621,3.96295932765414,1.62554477597594,11,FALSE,1.62554477597594
"Grwd1",47.2329814380136,1802.75784775734,FALSE,0.396664820736103,3.4586335083604,0.398752454459074,12,FALSE,0.398752454459074
"Grxcr1",1.24655249283731,282.808939454128,FALSE,330,98.75820101867,330,9,FALSE,330
"Grxcr2",2.65696769188737,1183.69723196057,FALSE,112.14185305652,46.7984202972201,109.540606881113,9,FALSE,109.540606881113
"Gsc",0.583510643339004,4.43899738100637,FALSE,6.39879173078591,209.982265745449,6.63051868127754,12,FALSE,6.63051868127754
"Gsdma",14.9272401193336,9265.97977275461,FALSE,29.2144227052486,9.04940841998906,28.9713266661961,10,FALSE,28.9713266661961
"Gsdma2",27.6802054827159,106419.524178764,FALSE,42.7076228217535,5.28341526125018,41.9706762485143,12,FALSE,41.9706762485143
"Gsdma3",0.148151621280947,2.5147981539156,FALSE,60.8803154433913,824.464786383194,68.8513980371594,9,FALSE,68.8513980371594
"Gsdmc",3.62834276064039,381.241921022808,FALSE,48.1470866476325,34.5039577752624,47.9279502167055,9,FALSE,47.9279502167055
"Gsdmc4,p2",1.59630290643217,517.642882441743,FALSE,80.5195896621385,77.3120412974385,80.3717417274765,4,FALSE,80.3717417274765
"Gsdmd",157.364975197038,102597.119425514,FALSE,1.9592083188226,1.65072170912951,1.95906793918808,9,FALSE,1.95906793918808
"Gse1",134.165087258483,12027.3844704758,FALSE,0.55786640939406,1.78479907446481,0.559201580603195,14,FALSE,0.559201580603195
"Gsg1",140.15325914269,4515363.51871747,FALSE,42.4650378153981,1.7459421239472,41.6034755462501,10,FALSE,41.6034755462501
"Gsg1l",11.6534419457807,445.126497179982,FALSE,3.74696300552987,11.3457439286778,3.75860606558509,10,FALSE,3.75860606558509
"Gsg2",17.9720445005952,532.765952829264,FALSE,1.0709413697098,7.66456852319475,1.07634954370679,11,FALSE,1.07634954370679
"Gsk3a",222.55977591002,13985.4343287425,FALSE,0.187813429129528,1.42359124707676,0.188734895403818,12,FALSE,0.188734895403818
"Gsk3b",348.300029657983,27709.5881125626,FALSE,0.18584753769016,1.22567050031049,0.186682558864311,12,FALSE,0.186682558864311
"Gsn",731.156406886148,1147839.39594702,FALSE,1.34059219670035,1.04223252027315,1.34002000168217,12,FALSE,1.34002000168217
"Gspt1",273.639391423394,9984.55706062416,FALSE,0.0955477812985138,1.32125263950858,0.0961840408630381,11,FALSE,0.0961840408630381
"Gspt2",22.7696586262122,832.134559147302,FALSE,1.25474466480554,6.23406647154995,1.25950327549919,12,FALSE,1.25950327549919
"Gsr",259.213122243218,152927.871631838,FALSE,0.625032741675374,1.34606885819734,0.625970464823484,13,FALSE,0.625970464823484
"Gss",78.7289465246285,7649.58003240057,FALSE,0.755337462389691,2.42517678375607,0.756614263339424,11,FALSE,0.756614263339424
"Gsta1",47.7399310886135,101232.554128004,FALSE,20.429969041681,3.43120167362983,20.2656249430261,13,FALSE,20.2656249430261
"Gsta2",11.555744027017,1988.91084185087,FALSE,8.46053215784759,11.4342657533429,8.46939390742527,11,FALSE,8.46939390742527
"Gsta3",365.912035988248,2729149.39708825,FALSE,6.79514899034909,1.20880901604112,6.77380169540874,14,FALSE,6.77380169540874
"Gsta4",433.690545413453,1317562.32576869,FALSE,1.84061291805884,1.15669524034033,1.83924632412734,12,FALSE,1.83924632412734
"Gstcd",52.2139574770136,705.170583696512,FALSE,0.222828623045842,3.21220005855563,0.224471431874873,14,FALSE,0.224471431874873
"Gstk1",158.267621007212,96524.1451148126,FALSE,1.37596688400597,1.64629954971989,1.3763780895138,12,FALSE,1.3763780895138
"Gstm1",1215.76539911269,8152694.84283118,FALSE,1.68649939185633,0.975713081760731,1.68504806581919,11,FALSE,1.68504806581919
"Gstm2",459.696175932692,565279.824333299,FALSE,2.31211372136223,1.14077924813838,2.30943702276982,12,FALSE,2.30943702276982
"Gstm3",171.770542919701,834769.408926368,FALSE,15.110208783886,1.58569514793535,15.0036670489941,11,FALSE,15.0036670489941
"Gstm4",30.722857226757,1785.59563171521,FALSE,0.751762560284432,4.84686072074006,0.755115094331979,12,FALSE,0.755115094331979
"Gstm5",258.438700815561,512073.729620718,FALSE,1.19491824956846,1.34747938065113,1.19508754615566,9,FALSE,1.19508754615566
"Gstm6",112.161516496475,89416.1058896915,FALSE,3.78955803983746,1.96321226081476,3.78278855030468,10,FALSE,3.78278855030468
"Gstm7",173.511874795358,183346.342662361,FALSE,1.79204643261254,1.57856627564626,1.79189250179713,9,FALSE,1.79189250179713
"Gsto1",735.79258933467,3363242.43383456,FALSE,1.56325851717411,1.0411810136939,1.56223750217948,12,FALSE,1.56223750217948
"Gsto2",7.88688228376587,3572.77919629924,FALSE,2.70977449921192,16.3461174933152,2.72133577376057,12,FALSE,2.72133577376057
"Gstp1",2732.52022675066,33549697.6622702,FALSE,0.97247869190893,0.920004847051938,0.972316629436772,8,FALSE,0.972316629436772
